company_id,ticker,year,market_cap,data_quality_flag,company_name,assets,cash,CommonStockSharesOutstanding,cost_of_revenue,gross_profit,liabilities,LongTermDebt,LongTermDebtNoncurrent,net_income,operating_income,Revenues,SalesRevenueNet,equity,revenue,debt,profit_margin,gross_margin,debt_to_assets,return_on_assets,return_on_equity,cash_to_assets,revenue_growth,net_income_growth,log_assets,log_revenue,log_market_cap
858877,CSCO,2012,69577888200.75989,ok,Cisco Systems Inc,91759000000.0,9799000000.0,5298000000.0,,28209000000.0,40458000000.0,,16297000000.0,8041000000.0,10065000000.0,46061000000.0,46061000000.0,51286000000.0,46061000000.0,16297000000.0,0.17457284904800155,0.612426998979614,0.17760655630510358,0.087631730947373,0.15678742736809265,0.10679061454462233,0.06578277569531221,0.23898305084745752,25.242431411713373,24.55323244191526,24.965712655545055
858877,CSCO,2013,82610887282.37152,ok,Cisco Systems Inc,101191000000.0,7925000000.0,5389000000.0,,29440000000.0,42063000000.0,16201000000.0,12928000000.0,9983000000.0,11196000000.0,48607000000.0,48607000000.0,59120000000.0,48607000000.0,16201000000.0,0.2053819408727138,0.60567407986504,0.16010317123064305,0.09865501872696189,0.1688599458728011,0.07831724165192556,0.05527452725733273,0.24151224972018404,25.340275657038696,24.607033390402925,25.13740731608016
858877,CSCO,2014,100189700864.79189,ok,Cisco Systems Inc,105134000000.0,6726000000.0,5107000000.0,,27769000000.0,48473000000.0,20901000000.0,20401000000.0,7853000000.0,9345000000.0,47142000000.0,47142000000.0,56654000000.0,47142000000.0,20901000000.0,0.1665818166390904,0.5890501039412838,0.1988034318108319,0.07469515095021592,0.13861333709888093,0.06397549793596743,-0.030139691813936276,-0.213362716618251,25.378501563941224,24.57643016036815,25.330331234533833
858877,CSCO,2015,100376133642.19666,ok,Cisco Systems Inc,113481000000.0,6877000000.0,5085000000.0,,29681000000.0,53774000000.0,25351000000.0,21457000000.0,8981000000.0,10770000000.0,49161000000.0,49161000000.0,59698000000.0,49161000000.0,25351000000.0,0.1826854620532536,0.6037509407863957,0.22339422458385105,0.07914100157735657,0.15044055077222018,0.06060045293925855,0.04282805141911661,0.14363937348783895,25.45490125897372,24.618366463178607,25.332190303218766
723125,MU,2011,6038243290.3289795,ok,Micron Technology Inc,14752000000.0,2160000000.0,984300000.0,,1758000000.0,4900000000.0,2001000000.0,1861000000.0,167000000.0,755000000.0,,8788000000.0,8470000000.0,8788000000.0,2001000000.0,0.019003186162949475,0.20004551661356396,0.13564262472885033,0.011320498915401302,0.01971664698937426,0.14642082429501085,,,23.41464450376065,22.896652991468773,22.52137896061722
723125,MU,2012,6292765780.830383,ok,Micron Technology Inc,14328000000.0,2459000000.0,1017700000.0,,968000000.0,5911000000.0,3262000000.0,3038000000.0,-1032000000.0,-618000000.0,,8234000000.0,7700000000.0,8234000000.0,3262000000.0,-0.12533398105416566,0.11756133106631042,0.22766610831937464,-0.07202680067001675,-0.13402597402597402,0.17162199888330543,-0.0630405097860719,-7.179640718562874,23.38548150170482,22.831537760294125,22.562666521798146
723125,MU,2013,22154326633.45337,ok,Micron Technology Inc,19118000000.0,2880000000.0,1044400000.0,,1847000000.0,9112000000.0,,,1190000000.0,236000000.0,,9073000000.0,9142000000.0,9073000000.0,,0.13115838201256474,0.2035710349388295,,0.0622450047076054,0.13016845329249618,0.15064337273773407,0.10189458343453972,-2.1531007751937983,23.67389613658798,22.928568807133903,23.821298647701237
723125,MU,2014,36637368553.16162,ok,Micron Technology Inc,22498000000.0,4150000000.0,1073000000.0,,5437000000.0,10868000000.0,,,3045000000.0,3087000000.0,,16358000000.0,10771000000.0,16358000000.0,,0.18614745078860495,0.33237559603863553,,0.13534536403235845,0.282703555844397,0.1844608409636412,0.8029317755979279,1.5588235294117645,23.836692253317047,23.517982911259192,24.324334555209305
723125,MU,2015,14970110752.105713,ok,Micron Technology Inc,24143000000.0,2287000000.0,1084000000.0,,5215000000.0,10855000000.0,,,2899000000.0,2998000000.0,,16192000000.0,12302000000.0,16192000000.0,,0.17903903162055335,0.32207262845849804,,0.12007621256678955,0.2356527393919688,0.09472725013461458,-0.010147939845946974,-0.04794745484400653,23.90726031995643,23.507783130051465,23.429321433620835
6951,AMAT,2011,11275872993.469238,ok,Applied Materials Inc,13861000000.0,5960000000.0,1306000000.0,,4360000000.0,5061000000.0,1900000000.0,1947000000.0,1926000000.0,2398000000.0,,10517000000.0,8800000000.0,10517000000.0,1900000000.0,0.183132071883617,0.41456689169915373,0.1370752470961691,0.13895101363537984,0.21886363636363637,0.4299834066806147,,,23.352344978177626,23.076258832484303,23.1459311466965
6951,AMAT,2012,11388031900.405884,ok,Applied Materials Inc,12102000000.0,1392000000.0,1197000000.0,,3313000000.0,4867000000.0,1900000000.0,1946000000.0,109000000.0,411000000.0,,8719000000.0,7235000000.0,8719000000.0,1900000000.0,0.01250143365064801,0.379974767748595,0.15699884316641877,0.009006775739547182,0.015065653075328266,0.11502231036192365,-0.17096130075116478,-0.9434060228452752,23.21663656514654,22.88877038939209,23.15582880758816
6951,AMAT,2014,26466010133.743286,ok,Applied Materials Inc,13174000000.0,3002000000.0,1221000000.0,,3843000000.0,5306000000.0,,1947000000.0,1072000000.0,1520000000.0,,9072000000.0,7868000000.0,9072000000.0,1947000000.0,0.11816578483245149,0.4236111111111111,0.14779110368908457,0.08137240018217702,0.1362480935434672,0.22787308334598452,0.2081502197363163,3.1875,23.301511027164914,22.928458583931807,23.999127110193868
6951,AMAT,2015,19230875015.25879,ok,Applied Materials Inc,15308000000.0,4797000000.0,1160000000.0,,3952000000.0,7695000000.0,3342000000.0,3342000000.0,1377000000.0,1693000000.0,,9659000000.0,7613000000.0,9659000000.0,3342000000.0,0.14256134175380475,0.40915208613728127,0.2183172197543768,0.08995296576953227,0.18087481938788913,0.3133655604912464,0.06470458553791891,0.2845149253731343,23.451641404509868,22.99115596014357,23.67978289812545
6281,ADI,2011,7744719616.001766,ok,Analog Devices Inc,5277635000.0,1405100000.0,297960718.0,,1986541000.0,,,,867394000.0,1072025000.0,,2993320000.0,3795413000.0,2993320000.0,,0.2897765691606644,0.6636580786551388,,0.1643527830173932,0.22853744770331977,0.26623667608692153,,,22.38674391765328,21.819648976239506,22.770277108223432
6281,ADI,2012,9429536903.967148,ok,Analog Devices Inc,5620347000.0,528833000.0,301389176.0,,1741001000.0,,,,651236000.0,824048000.0,,2701142000.0,4165359000.0,2701142000.0,,0.24109654361007307,0.644542567551058,,0.11587113749382379,0.15634570753685337,0.09409258894513096,-0.097610011625887,-0.24920393731107204,22.449659242718184,21.71694048349604,22.96711282358072
6281,ADI,2013,12141462078.882248,ok,Analog Devices Inc,6381750000.0,392089000.0,311045084.0,,1692411000.0,,,,673487000.0,753075000.0,,2633689000.0,4739576000.0,2633689000.0,,0.25572001857470644,0.6426009297225299,,0.10553327848944255,0.14209857590636799,0.061439103694127785,-0.024972030348645147,0.03416733718651921,22.57670819136205,21.69165136192219,23.219892050159864
6281,ADI,2014,13625789480.532389,ok,Analog Devices Inc,6859690000.0,569233000.0,311204926.0,,1830188000.0,,,,629320000.0,752484000.0,,2864773000.0,4757897000.0,2864773000.0,,0.21967534600472707,0.6388596932462014,,0.09174175509388909,0.13226852115546006,0.08298232135854536,0.08774156705670255,-0.0655795880247132,22.648928088158755,21.775754951862393,23.33523011934237
6281,ADI,2015,13992128442.874542,ok,Analog Devices Inc,7062178000.0,884353000.0,312060682.0,,2259262000.0,,,,696878000.0,830841000.0,,3435092000.0,5072959000.0,3435092000.0,,0.20287025791448962,0.6577005797806871,,0.09867749014539141,0.1373711082624559,0.12522383321405947,0.19907999691424072,0.10735079133032488,22.678019339459226,21.957309545377054,23.36176075435718
106040,WDC,2011,5762872513.057709,ok,Western Digital Corp,8118000000.0,3490000000.0,233000000.0,,1791000000.0,2630000000.0,294000000.0,150000000.0,726000000.0,781000000.0,,,5488000000.0,,294000000.0,,,0.03621581670362158,0.08943089430894309,0.13228862973760933,0.4299088445429909,,,22.817349655363117,,22.47470188752823
106040,WDC,2012,8406034465.484619,ok,Western Digital Corp,14206000000.0,3208000000.0,246000000.0,,3638000000.0,6537000000.0,2185000000.0,1955000000.0,1612000000.0,1771000000.0,,,7669000000.0,,2185000000.0,,,0.1538082500351964,0.11347318034633254,0.21019689659668797,0.2258200760242151,,1.2203856749311295,23.37693024752203,,22.852215673626166
106040,WDC,2013,16311676707.881927,ok,Western Digital Corp,14036000000.0,4309000000.0,237000000.0,,4363000000.0,6143000000.0,1955000000.0,1725000000.0,980000000.0,1266000000.0,,,7893000000.0,,1955000000.0,,,0.13928469649472786,0.06982046166999145,0.12416064867604207,0.30699629524080935,,-0.39205955334987597,23.36489129466738,,23.51514705074077
106040,WDC,2014,21582111193.17627,ok,Western Digital Corp,15499000000.0,4804000000.0,234000000.0,,4360000000.0,6657000000.0,2438000000.0,2313000000.0,1617000000.0,1791000000.0,,,8842000000.0,,2438000000.0,,,0.1573004709981289,0.10432931156848829,0.1828771771092513,0.3099554809987741,,0.6499999999999999,23.464041342661325,,23.795130623000354
106040,WDC,2015,11766653462.56256,ok,Western Digital Corp,15181000000.0,5024000000.0,230000000.0,,4221000000.0,5962000000.0,2312000000.0,2156000000.0,1465000000.0,1611000000.0,,,9219000000.0,,2312000000.0,,,0.1522956326987682,0.0965022067057506,0.15891094478793796,0.3309399907779461,,-0.09400123685837969,23.44331048289699,,23.1885353900551
1137789,STX,2011,3728756998.6426306,ok,Seagate Technology PLC,9225000000.0,2677000000.0,424611591.0,,,6762000000.0,,2952000000.0,511000000.0,806000000.0,,10971000000.0,2463000000.0,10971000000.0,2952000000.0,0.046577340260687265,,0.32,0.055392953929539294,0.20747056435241576,0.290189701897019,,,22.945183026873003,23.118521264781766,22.03934077073217
1137789,STX,2012,6705145394.620171,ok,Seagate Technology PLC,10106000000.0,1707000000.0,396032905.0,,,6609000000.0,,2863000000.0,2862000000.0,3108000000.0,,14939000000.0,3497000000.0,14939000000.0,2863000000.0,0.19157908829238904,,0.2832970512566792,0.2831981001385316,0.8184157849585358,0.16890955867801305,0.36168079482271454,4.6007827788649704,23.03639514381613,23.427241080006592,22.626141037952056
1137789,STX,2013,11702760320.39769,ok,Seagate Technology PLC,9243000000.0,1708000000.0,359437036.0,,,5737000000.0,,,1838000000.0,2091000000.0,,14351000000.0,3495000000.0,14351000000.0,,0.12807469862727336,,,0.19885318619495834,0.5258941344778255,0.18478848858595695,-0.03936006426132943,-0.3577917540181691,22.94713234522905,23.387085463135207,23.183090575744554
1137789,STX,2014,13018508314.56961,ok,Seagate Technology PLC,9492000000.0,2634000000.0,326539322.0,,,6660000000.0,,,1570000000.0,1776000000.0,,13724000000.0,2832000000.0,13724000000.0,,0.11439813465461965,,,0.1654024441635061,0.5543785310734464,0.2774968394437421,-0.043690335168280914,-0.14581066376496188,22.973715175519928,23.342411961942613,23.289637898389877
1137789,STX,2015,7248340819.920959,ok,Seagate Technology PLC,9845000000.0,2479000000.0,315445536.0,,,6827000000.0,,,1742000000.0,2058000000.0,,13739000000.0,3018000000.0,13739000000.0,,0.12679234296528133,,,0.17694261046216353,0.5772034459907224,0.2518029456576943,0.001092975808802077,0.10955414012738851,23.0102295490375,23.343504340888224,22.704038427197588
1137789,STX,2016,7655138042.463079,ok,Seagate Technology PLC,8252000000.0,1125000000.0,298572217.0,,,6659000000.0,,,248000000.0,445000000.0,,11160000000.0,1593000000.0,11160000000.0,,0.022222222222222223,,,0.030053320407174018,0.1556811048336472,0.1363305865244789,-0.187713807409564,-0.8576349024110218,22.833721432155418,23.135601793899575,22.75864289887362
707549,LRCX,2010,5432632902.8606415,ok,LAM Research Corp,4057394000.0,1492132000.0,123579000.0,1740461000.0,1497232000.0,1587549000.0,726300000.0,900664000.0,723748000.0,804285000.0,3237693000.0,,2469845000.0,3237693000.0,726300000.0,0.2235381798088948,0.46243791489804625,0.179006524877791,0.17837754972773165,0.29303377337444253,0.36775624945469926,,,22.123806732550896,21.898126876094842,22.415689734197016
707549,LRCX,2011,5866541352.081299,ok,LAM Research Corp,8004652000.0,1564752000.0,186656000.0,1581123000.0,1084069000.0,2682528000.0,1258900000.0,900000000.0,168723000.0,237733000.0,,2665192000.0,5131781000.0,2665192000.0,1258900000.0,0.06330613329171031,0.4067508081969329,0.15727104688623567,0.02107811807433977,0.03287805929364484,0.195480328189158,-0.1768237445613281,-0.7668760397265346,22.803288709620638,21.703541936997244,22.492531089653582
707549,LRCX,2012,4995980346.708298,ok,LAM Research Corp,7250315000.0,1162473000.0,162873000.0,,1403059000.0,2574523000.0,1290400000.0,777400000.0,113879000.0,118071000.0,,3598916000.0,4488872000.0,3598916000.0,1290400000.0,0.03164258348902836,0.3898560010847711,0.17797847403871417,0.01570676584396678,0.02536917960681436,0.1603341372064524,0.3503402381516978,-0.3250534900398878,22.70431075314501,22.003898525954313,22.33189949539662
707549,LRCX,2013,7505055985.212326,ok,LAM Research Corp,7993306000.0,1452677000.0,162350000.0,,2007481000.0,2780222000.0,1323500000.0,806900000.0,632289000.0,677669000.0,,4607309000.0,5029735000.0,4607309000.0,1323500000.0,0.1372360742463768,0.4357165972588337,0.16557604575628657,0.07910231386112329,0.1257102014320834,0.18173669317801672,0.28019353605363384,4.552287954758999,22.80187027835556,22.250909792498163,22.73884276172584
707549,LRCX,2014,10734997142.305374,ok,LAM Research Corp,9364648000.0,1501539000.0,158531000.0,,2284336000.0,4019696000.0,,,655577000.0,788039000.0,,5259312000.0,5103144000.0,5259312000.0,,0.12465071477029695,0.43434122181760654,,0.07000551435569174,0.1284653147157909,0.16034121090296186,0.14151492769423535,0.03683125912359686,22.960207585376853,22.383266056662077,23.096775002073613
707549,LRCX,2015,10992061410.131454,ok,LAM Research Corp,12271528000.0,5039322000.0,160201000.0,,2618922000.0,6169459000.0,4325674000.0,3383376000.0,914049000.0,1074256000.0,,5885893000.0,5894517000.0,5885893000.0,4325674000.0,0.15529487199308584,0.4449489652632149,0.35249677138820856,0.07448534526425724,0.15506766712183542,0.41065155048336277,0.11913744611462485,0.3942664248440686,23.230547619293187,22.49582430786327,23.120439159213152
896878,INTU,2011,13928889865.756989,ok,Intuit Inc,5110000000.0,722000000.0,300597000.0,,,2494000000.0,,499000000.0,634000000.0,1007000000.0,,3851000000.0,2616000000.0,3851000000.0,499000000.0,0.16463256297065698,,0.09765166340508806,0.12407045009784735,0.2423547400611621,0.14129158512720155,,,22.354465241162025,22.071598691779183,23.357230927790475
896878,INTU,2012,15641785357.521055,ok,Intuit Inc,4684000000.0,393000000.0,295289000.0,,,1940000000.0,,499000000.0,792000000.0,1177000000.0,,4151000000.0,2744000000.0,4151000000.0,499000000.0,0.19079739821729705,,0.106532877882152,0.1690862510674637,0.2886297376093295,0.08390264730999146,0.07790184367696695,0.24921135646687698,22.26741828268188,22.14661510601731,23.47321171884277
896878,INTU,2013,20581211288.223267,ok,Intuit Inc,5486000000.0,1009000000.0,299503000.0,,,1955000000.0,,,858000000.0,1233000000.0,,4171000000.0,3531000000.0,4171000000.0,,0.20570606569168065,,,0.15639810426540285,0.24299065420560748,0.1839227123587313,0.0048181161165983255,0.08333333333333326,22.42546522946182,22.15142165216122,23.74764442316271
896878,INTU,2014,23899913848.495483,ok,Intuit Inc,5201000000.0,849000000.0,284950000.0,,,2123000000.0,,,907000000.0,1314000000.0,,4506000000.0,3078000000.0,4506000000.0,,0.20128717265867732,,,0.17438954047298597,0.29467186484730346,0.16323783887713902,0.08031647087029481,0.05710955710955701,22.372116751737348,22.228675678956463,23.89714069121192
896878,INTU,2015,24654392988.235474,ok,Intuit Inc,4968000000.0,808000000.0,277706000.0,,,2636000000.0,,,365000000.0,738000000.0,,4192000000.0,2332000000.0,4192000000.0,,0.0870706106870229,,,0.07347020933977455,0.1565180102915952,0.16264090177133655,-0.0696848646249445,-0.597574421168688,22.32628318157759,22.156443783965152,23.928220936089666
769397,ADSK,2010,8671400173.187256,ok,Autodesk Inc,2787600000.0,1075100000.0,227000000.0,196600000.0,1755200000.0,,,,212000000.0,271400000.0,,1951800000.0,1609300000.0,1951800000.0,,0.1086176862383441,0.8992724664412337,,0.07605108336920649,0.13173429441372025,0.38567226287846174,,,21.748446847528637,21.392017860671636,22.883296111030443
769397,ADSK,2011,6854579.982757568,ok,Autodesk Inc,3227800000.0,1156900000.0,226.0,229100000.0,1986500000.0,,,,285300000.0,355600000.0,,2215600000.0,1882900000.0,2215600000.0,,0.12876873081783716,0.8965968586387435,,0.0883883759836421,0.15152158903818577,0.3584174979862445,0.135157290706015,0.34575471698113214,21.895066627565996,21.518789084123224,15.740427597439451
769397,ADSK,2012,7904259658.813477,ok,Autodesk Inc,4308400000.0,1612200000.0,223600000.0,238500000.0,2073700000.0,,745600000.0,,247400000.0,305900000.0,,2312200000.0,2043200000.0,2312200000.0,745600000.0,0.10699766456188911,0.896851483435689,0.17305728344629095,0.057422709126357815,0.12108457321848082,0.37419923869649985,0.04359992778479871,-0.13284262180161233,22.183832442440888,21.561465289205497,22.790667648422907
769397,ADSK,2013,11407543930.81665,ok,Autodesk Inc,4595000000.0,1853000000.0,226700000.0,274300000.0,1999600000.0,,746400000.0,,228800000.0,284800000.0,,2273900000.0,2261500000.0,2273900000.0,746400000.0,0.10062008003870003,0.8793702449536039,0.16243743199129487,0.04979325353645266,0.10117178863586115,0.4032644178454842,-0.016564311045757285,-0.07518189167340339,22.248234592754063,21.54476225593402,23.15754072180524
769397,ADSK,2014,13633620311.73706,ok,Autodesk Inc,4913800000.0,1410600000.0,227000000.0,342100000.0,2170100000.0,,747200000.0,,81800000.0,120700000.0,,2512200000.0,2219200000.0,2512200000.0,747200000.0,0.032561101823103254,0.8638245362630363,0.1520615409662583,0.01664699417965729,0.03686012977649603,0.2870690707802515,0.10479792427107615,-0.6424825174825175,22.31531341017643,21.644424700217428,23.335804660866177
769397,ADSK,2015,13672692068.481443,ok,Autodesk Inc,5515300000.0,1353000000.0,224400000.0,370700000.0,2133400000.0,,1487700000.0,,-330500000.0,1300000.0,,2504100000.0,1619600000.0,2504100000.0,1487700000.0,-0.13198354698294795,0.8519627810390958,0.2697405399524958,-0.0599242108316864,-0.2040627315386515,0.24531757112033797,-0.003224265583950281,-5.040342298288508,22.43079188527123,21.641195225489074,23.33866640088185
712515,EA,2010,5293398138.999939,ok,Electronic Arts Inc,4928000000.0,1579000000.0,333000000.0,,2090000000.0,2364000000.0,,,-276000000.0,-312000000.0,,3589000000.0,2564000000.0,3589000000.0,,-0.07690164391195319,0.5823349122318194,,-0.056006493506493504,-0.10764430577223089,0.320413961038961,,,22.31819906317763,22.001139449111882,22.389726246906466
712515,EA,2011,6397254638.671875,ok,Electronic Arts Inc,5491000000.0,1293000000.0,320000000.0,,2545000000.0,3033000000.0,,,76000000.0,35000000.0,,4143000000.0,2458000000.0,4143000000.0,,0.018344195027757665,0.6142891624426744,,0.01384083044982699,0.030919446704637917,0.23547623383718813,0.15436054611312344,-1.2753623188405796,22.426376225243146,22.144686000041677,22.579134772573695
712515,EA,2012,4255493400.5737305,ok,Electronic Arts Inc,5070000000.0,1292000000.0,302000000.0,,2409000000.0,2803000000.0,,,98000000.0,121000000.0,,3797000000.0,2267000000.0,3797000000.0,,0.025809849881485384,0.6344482486173295,,0.01932938856015779,0.043228936921041024,0.25483234714003944,-0.08351436157373882,0.2894736842105263,22.346606654549504,22.057477118196076,22.171476550080822
712515,EA,2013,6923571300.506592,ok,Electronic Arts Inc,5716000000.0,1782000000.0,311000000.0,,2228000000.0,3294000000.0,,,8000000.0,33000000.0,,3575000000.0,2422000000.0,3575000000.0,,0.0022377622377622378,0.6232167832167832,,0.0013995801259622112,0.0033030553261767133,0.3117564730580826,-0.05846721095601792,-0.9183673469387755,22.46653509701403,21.99723101309238,22.658197557338735
712515,EA,2014,14145579414.367676,ok,Electronic Arts Inc,6147000000.0,2068000000.0,310000000.0,,3086000000.0,3080000000.0,,,875000000.0,948000000.0,,4515000000.0,3036000000.0,4515000000.0,,0.1937984496124031,0.6834994462901439,,0.142345859768993,0.28820816864295123,0.3364242720026029,0.26293706293706287,108.375,22.539229994871285,22.23067102381536,23.37266800334723
712515,EA,2015,20073635620.117188,ok,Electronic Arts Inc,7050000000.0,2493000000.0,301000000.0,,3042000000.0,3652000000.0,,,1156000000.0,898000000.0,,4396000000.0,3396000000.0,4396000000.0,,0.2629663330300273,0.6919927206551411,,0.16397163120567376,0.3404004711425206,0.3536170212765957,-0.02635658914728678,0.3211428571428572,22.676293453770587,22.203960873487787,23.72267313034091
1065088,EBAY,2011,34514210375.44979,ok,eBay Inc,27320218000.0,4691101000.0,1286487000.0,3460184000.0,8191470000.0,9390339000.0,2094396000.0,1525047000.0,3229387000.0,2373489000.0,11651654000.0,11651654000.0,17929879000.0,11651654000.0,2094396000.0,0.2771612510979128,0.703030659853099,0.07666102810746239,0.11820502310779511,0.18011203533498468,0.17170803688316102,,,24.03089285111936,23.178713981129658,24.264636971118865
1065088,EBAY,2012,58374670665.06958,ok,eBay Inc,37074000000.0,6817000000.0,1294000000.0,4216000000.0,9856000000.0,16209000000.0,4532000000.0,4106000000.0,2609000000.0,2888000000.0,14072000000.0,14072000000.0,20865000000.0,14072000000.0,4532000000.0,0.18540363843092666,0.7003979533826038,0.12224200248152343,0.0703727679775584,0.12504193625688953,0.1838754922587258,0.2077255297831535,-0.19210673728481598,24.33618175225331,23.367452844381667,24.790147911207686
1065088,EBAY,2013,62804290987.24365,ok,eBay Inc,41488000000.0,4494000000.0,1294000000.0,5036000000.0,11011000000.0,17841000000.0,4119000000.0,4117000000.0,2856000000.0,3371000000.0,16047000000.0,16047000000.0,23647000000.0,16047000000.0,4119000000.0,0.1779771919985044,0.6861718701314887,0.09928172001542615,0.06883918241419205,0.1207764198418404,0.10832047821056691,0.140349630471859,0.09467228823303953,24.44867006574272,23.498787753163633,24.863289235908677
1065088,EBAY,2014,60760213920.043945,ok,eBay Inc,45132000000.0,6328000000.0,1224000000.0,5732000000.0,12170000000.0,25226000000.0,7600000000.0,6777000000.0,46000000.0,3514000000.0,17902000000.0,17902000000.0,19906000000.0,17902000000.0,7600000000.0,0.0025695453022008714,0.6798123114735783,0.16839493042630507,0.001019232473632899,0.0023108610469205265,0.14021093680758664,0.11559793107745997,-0.9838935574229692,24.53285736622261,23.608178275395158,24.830201035405835
1065088,EBAY,2015,28779850646.972656,ok,eBay Inc,17785000000.0,1832000000.0,1184000000.0,1771000000.0,6821000000.0,11209000000.0,6750000000.0,6779000000.0,1725000000.0,2197000000.0,,8592000000.0,6576000000.0,8592000000.0,6750000000.0,0.200768156424581,0.7938780260707635,0.3795333145909474,0.09699184706213101,0.2623175182481752,0.103008152937869,-0.5200536252932633,36.5,23.60162124234683,22.87409737471292,24.082941348919363
68505,MSI,2011,11568205207.824709,ok,Motorola Solutions Inc,13929000000.0,1881000000.0,318800000.0,4057000000.0,4146000000.0,,1500000000.0,1130000000.0,1158000000.0,858000000.0,8203000000.0,,5214000000.0,8203000000.0,1500000000.0,0.14116786541509205,0.5054248445690601,0.10768899418479431,0.0831359035106612,0.22209436133486765,0.13504199870773206,,,23.357238834652307,22.827765777967024,23.171526241471103
68505,MSI,2012,12282344478.607178,ok,Motorola Solutions Inc,12679000000.0,1468000000.0,276100000.0,4350000000.0,4348000000.0,,,1859000000.0,881000000.0,1256000000.0,8698000000.0,,3265000000.0,8698000000.0,1859000000.0,0.10128765233386985,0.49988503104161874,0.14662039593027842,0.06948497515576939,0.2698315467075038,0.11578200173515261,0.06034377666707291,-0.2392055267702936,23.263212918492222,22.886358951121856,23.231428659896153
68505,MSI,2013,13988027509.689331,ok,Motorola Solutions Inc,11851000000.0,3225000000.0,254500000.0,4455000000.0,4241000000.0,,,2457000000.0,1099000000.0,1215000000.0,8696000000.0,,3659000000.0,8696000000.0,2457000000.0,0.1263799448022079,0.4876954921803128,0.2073242764323686,0.09273479031305375,0.30035528833014485,0.27212893426715046,-0.00022993791676251263,0.24744608399545975,23.19567808915272,22.886128986765318,23.361467622809126
68505,MSI,2014,12243418589.019775,ok,Motorola Solutions Inc,10423000000.0,3954000000.0,219800000.0,3050000000.0,2831000000.0,,,3396000000.0,1299000000.0,-1006000000.0,5881000000.0,,2735000000.0,5881000000.0,3396000000.0,0.22088080258459444,0.48138071756504,0.3258179027151492,0.12462822603856855,0.47495429616087753,0.37935335316127794,-0.32371205151793925,0.18198362147406733,23.067280739703598,22.49499265242423,23.228254371523132
68505,MSI,2015,10121018492.889404,ok,Motorola Solutions Inc,8387000000.0,1980000000.0,174300000.0,2976000000.0,2719000000.0,,,4386000000.0,610000000.0,994000000.0,5695000000.0,,-106000000.0,5695000000.0,4386000000.0,0.10711150131694469,0.4774363476733977,0.5229521879098605,0.07273160844163587,-5.754716981132075,0.23607964707285084,-0.03162727427308276,-0.5304080061585835,22.849948724948685,22.462854433845557,23.037880137331566
1086222,AKAM,2011,5729849046.039551,ok,Akamai Technologies Inc,2345501000.0,559197000.0,177504624.0,374543000.0,,189251000.0,,,200904000.0,290649000.0,1158538000.0,,2156250000.0,1158538000.0,,0.17341166193944438,,,0.08565504768490825,0.09317286956521739,0.2384126035333176,,,21.575764862081023,20.870424702334585,22.468955022830322
1086222,AKAM,2012,7273094893.612495,ok,Akamai Technologies Inc,2600627000.0,201989000.0,177782814.0,431911000.0,,254873000.0,,,203989000.0,314487000.0,1373947000.0,,2345754000.0,1373947000.0,,0.14846933688126251,,,0.07843839197239742,0.0869609515746323,0.07766934666140127,0.1859317519149135,0.015355592720901479,21.679018406747087,21.040953456494584,22.70744774541614
1086222,AKAM,2013,8425437291.778503,ok,Akamai Technologies Inc,2957685000.0,333891000.0,178580696.0,511087000.0,,328254000.0,,,293487000.0,413968000.0,1577922000.0,,2629431000.0,1577922000.0,,0.1859958857281919,,,0.09922861968059479,0.11161616334484532,0.11288930362766826,0.14845914725968323,0.4387393437881455,21.80767270469225,21.179374628490613,22.854521215906534
1086222,AKAM,2014,11225805801.640924,ok,Akamai Technologies Inc,4001546000.0,238650000.0,178300603.0,610943000.0,,1056211000.0,,,333948000.0,489519000.0,1963874000.0,,2945335000.0,1963874000.0,,0.170045532452693,,,0.08345474474115755,0.11338200917722432,0.059639449352825134,0.24459510672897644,0.13786300585715883,22.109946623394418,21.39818489003453,23.141481054335934
1086222,AKAM,2015,9326677275.31303,ok,Akamai Technologies Inc,4187925000.0,289473000.0,177212181.0,725620000.0,,1067047000.0,,,321406000.0,466150000.0,2197448000.0,,3120878000.0,2197448000.0,,0.14626330179371708,,,0.076745882507447,0.10298576233995689,0.06912086534500976,0.11893532884492597,-0.03755674536155329,22.15547122148489,21.51056252398993,22.95614465496814
